name,slug,ubereats_url,ubereats_status,ubereats_final_url,deliveroo_url,deliveroo_status,deliveroo_final_url,notes
Pret A Manger Madeleine,pret-a-manger-madeleine,,missing,,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Madeleine,broken,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Madeleine,Deliveroo: HTTP 404
Pret A Manger Opéra,pret-a-manger-opera,,missing,,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Opera,broken,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Opera,Deliveroo: HTTP 404
Pret A Manger République,pret-a-manger-republique,,missing,,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Republique,broken,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Republique,Deliveroo: HTTP 404
Pret A Manger Saint-Lazare,pret-a-manger-saint-lazare,,missing,,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Saint-Lazare,broken,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Saint-Lazare,Deliveroo: HTTP 404
Protein Kitchen Bastille,protein-kitchen-bastille,,missing,,https://deliveroo.fr/fr/search?query=Protein+Kitchen+Bastille,broken,https://deliveroo.fr/fr/search?query=Protein+Kitchen+Bastille,Deliveroo: HTTP 404
Protein Kitchen Châtelet,protein-kitchen-chatelet,,missing,,https://deliveroo.fr/fr/search?query=Protein+Kitchen+Chatelet,broken,https://deliveroo.fr/fr/search?query=Protein+Kitchen+Chatelet,Deliveroo: HTTP 404
Protein Kitchen Madeleine,protein-kitchen-madeleine,,missing,,https://deliveroo.fr/fr/search?query=Protein+Kitchen+Madeleine,broken,https://deliveroo.fr/fr/search?query=Protein+Kitchen+Madeleine,Deliveroo: HTTP 404
Ramo Falafel,ramo-falafel,,missing,,https://deliveroo.fr/fr/search?query=Ramo+Falafel,broken,https://deliveroo.fr/fr/search?query=Ramo+Falafel,Deliveroo: HTTP 404
Raw Lab Paris,raw-lab-paris,,missing,,https://deliveroo.fr/fr/search?query=Raw+Lab+Paris,broken,https://deliveroo.fr/fr/search?query=Raw+Lab+Paris,Deliveroo: HTTP 404
Recovery Lunch,recovery-lunch,,missing,,https://deliveroo.fr/fr/search?query=Recovery+Lunch,broken,https://deliveroo.fr/fr/search?query=Recovery+Lunch,Deliveroo: HTTP 404
Reef Bowl Paris,reef-bowl-paris,,missing,,https://deliveroo.fr/fr/search?query=Reef+Bowl+Paris,broken,https://deliveroo.fr/fr/search?query=Reef+Bowl+Paris,Deliveroo: HTTP 404
Rooibos Café Bio,rooibos-cafe-bio,,missing,,https://deliveroo.fr/fr/search?query=Rooibos+Cafe+Bio,broken,https://deliveroo.fr/fr/search?query=Rooibos+Cafe+Bio,Deliveroo: HTTP 404
Roots & Greens,roots-and-greens,,missing,,https://deliveroo.fr/fr/search?query=Roots+Greens,broken,https://deliveroo.fr/fr/search?query=Roots+Greens,Deliveroo: HTTP 404
Rose & Thé Vegan,rose-et-the-vegan,,missing,,https://deliveroo.fr/fr/search?query=Rose+et+The+Vegan,broken,https://deliveroo.fr/fr/search?query=Rose+et+The+Vegan,Deliveroo: HTTP 404
Sain Boulangerie,sain-boulangerie,,missing,,https://deliveroo.fr/fr/search?query=Sain+Boulangerie,broken,https://deliveroo.fr/fr/search?query=Sain+Boulangerie,Deliveroo: HTTP 404
Sain Pigalle,sain-pigalle,,missing,,https://deliveroo.fr/fr/search?query=Sain+Pigalle,broken,https://deliveroo.fr/fr/search?query=Sain+Pigalle,Deliveroo: HTTP 404
Sakura Tea House,sakura-tea-house,,missing,,https://deliveroo.fr/fr/search?query=Sakura+Tea+House,broken,https://deliveroo.fr/fr/search?query=Sakura+Tea+House,Deliveroo: HTTP 404
Salad & Co Madeleine,salad-and-co-madeleine,,missing,,https://deliveroo.fr/fr/search?query=Salad+Co+Madeleine,broken,https://deliveroo.fr/fr/search?query=Salad+Co+Madeleine,Deliveroo: HTTP 404
Salad House Paris,salad-house-paris,,missing,,https://deliveroo.fr/fr/search?query=Salad+House+Paris,broken,https://deliveroo.fr/fr/search?query=Salad+House+Paris,Deliveroo: HTTP 404
Salad Lab Marais,salad-lab-marais,,missing,,https://deliveroo.fr/fr/search?query=Salad+Lab+Marais,broken,https://deliveroo.fr/fr/search?query=Salad+Lab+Marais,Deliveroo: HTTP 404
Salad Studio,salad-studio,,missing,,https://deliveroo.fr/fr/search?query=Salad+Studio,broken,https://deliveroo.fr/fr/search?query=Salad+Studio,Deliveroo: HTTP 404
Salade Box,salade-box,,missing,,https://deliveroo.fr/fr/search?query=Salade+Box,broken,https://deliveroo.fr/fr/search?query=Salade+Box,Deliveroo: HTTP 404
Sea Sun Poke,sea-sun-poke,,missing,,https://deliveroo.fr/fr/search?query=Sea+Sun+Poke,broken,https://deliveroo.fr/fr/search?query=Sea+Sun+Poke,Deliveroo: HTTP 404
Season Marais,season-marais,,missing,,https://deliveroo.fr/fr/search?query=Season+Marais,broken,https://deliveroo.fr/fr/search?query=Season+Marais,Deliveroo: HTTP 404
Season Paris,season-paris,,missing,,https://deliveroo.fr/fr/search?query=Season+Paris,broken,https://deliveroo.fr/fr/search?query=Season+Paris,Deliveroo: HTTP 404
Sencha Atelier,sencha-atelier,,missing,,https://deliveroo.fr/fr/search?query=Sencha+Atelier,broken,https://deliveroo.fr/fr/search?query=Sencha+Atelier,Deliveroo: HTTP 404
Sève Cuisine Végétale,seve-cuisine-vegetale,,missing,,https://deliveroo.fr/fr/search?query=Seve+Cuisine+Vegetale,broken,https://deliveroo.fr/fr/search?query=Seve+Cuisine+Vegetale,Deliveroo: HTTP 404
Sherlin Halal,sherlin-halal,,missing,,https://deliveroo.fr/fr/search?query=Sherlin+Halal,broken,https://deliveroo.fr/fr/search?query=Sherlin+Halal,Deliveroo: HTTP 404
Smoothie Bowl Bar,smoothie-bowl-bar,,missing,,https://deliveroo.fr/fr/search?query=Smoothie+Bowl+Bar,broken,https://deliveroo.fr/fr/search?query=Smoothie+Bowl+Bar,Deliveroo: HTTP 404
Smoothie Story,smoothie-story,,missing,,https://deliveroo.fr/fr/search?query=Smoothie+Story,broken,https://deliveroo.fr/fr/search?query=Smoothie+Story,Deliveroo: HTTP 404
So Nat,so-nat,,missing,,https://deliveroo.fr/fr/search?query=So+Nat,broken,https://deliveroo.fr/fr/search?query=So+Nat,Deliveroo: HTTP 404
Soft Lunch Paris,soft-lunch-paris,,missing,,https://deliveroo.fr/fr/search?query=Soft+Lunch+Paris,broken,https://deliveroo.fr/fr/search?query=Soft+Lunch+Paris,Deliveroo: HTTP 404
Sol Semilla,sol-semilla,,missing,,https://deliveroo.fr/fr/search?query=Sol+Semilla,broken,https://deliveroo.fr/fr/search?query=Sol+Semilla,Deliveroo: HTTP 404
Sol Semilla Marais,sol-semilla-marais,,missing,,https://deliveroo.fr/fr/search?query=Sol+Semilla+Marais,broken,https://deliveroo.fr/fr/search?query=Sol+Semilla+Marais,Deliveroo: HTTP 404
Soul Kitchen,soul-kitchen,,missing,,https://deliveroo.fr/fr/search?query=Soul+Kitchen,broken,https://deliveroo.fr/fr/search?query=Soul+Kitchen,Deliveroo: HTTP 404
Spirit Bowl,spirit-bowl,,missing,,https://deliveroo.fr/fr/search?query=Spirit+Bowl,broken,https://deliveroo.fr/fr/search?query=Spirit+Bowl,Deliveroo: HTTP 404
Steel Cyclewear,steel-cyclewear,,missing,,https://deliveroo.fr/fr/search?query=Steel+Cyclewear,broken,https://deliveroo.fr/fr/search?query=Steel+Cyclewear,Deliveroo: HTTP 404
Strada Café,strada-cafe,,missing,,https://deliveroo.fr/fr/search?query=Strada+Cafe,broken,https://deliveroo.fr/fr/search?query=Strada+Cafe,Deliveroo: HTTP 404
Strength Bowl,strength-bowl,,missing,,https://deliveroo.fr/fr/search?query=Strength+Bowl,broken,https://deliveroo.fr/fr/search?query=Strength+Bowl,Deliveroo: HTTP 404
Substance Café,substance-cafe,,missing,,https://deliveroo.fr/fr/search?query=Substance+Cafe,broken,https://deliveroo.fr/fr/search?query=Substance+Cafe,Deliveroo: HTTP 404
Sun Juice Café,sun-juice-cafe,,missing,,https://deliveroo.fr/fr/search?query=Sun+Juice+Cafe,broken,https://deliveroo.fr/fr/search?query=Sun+Juice+Cafe,Deliveroo: HTTP 404
Sun Poke Paris,sun-poke-paris,,missing,,https://deliveroo.fr/fr/search?query=Sun+Poke+Paris,broken,https://deliveroo.fr/fr/search?query=Sun+Poke+Paris,Deliveroo: HTTP 404
Sunset Poke,sunset-poke,,missing,,https://deliveroo.fr/fr/search?query=Sunset+Poke,broken,https://deliveroo.fr/fr/search?query=Sunset+Poke,Deliveroo: HTTP 404
Surf Bowl Paris,surf-bowl-paris,,missing,,https://deliveroo.fr/fr/search?query=Surf+Bowl+Paris,broken,https://deliveroo.fr/fr/search?query=Surf+Bowl+Paris,Deliveroo: HTTP 404
Sweetch Bastille,sweetch-bastille,,missing,,https://deliveroo.fr/fr/search?query=Sweetch+Bastille,broken,https://deliveroo.fr/fr/search?query=Sweetch+Bastille,Deliveroo: HTTP 404
Sweetch Marais,sweetch-marais,,missing,,https://deliveroo.fr/fr/search?query=Sweetch+Marais,broken,https://deliveroo.fr/fr/search?query=Sweetch+Marais,Deliveroo: HTTP 404
Sweetch Paris,sweetch-paris,,missing,,https://deliveroo.fr/fr/search?query=Sweetch+Paris,broken,https://deliveroo.fr/fr/search?query=Sweetch+Paris,Deliveroo: HTTP 404
Sweetgreen Châtelet,sweetgreen-chatelet,,missing,,https://deliveroo.fr/fr/search?query=Sweetgreen+Chatelet,broken,https://deliveroo.fr/fr/search?query=Sweetgreen+Chatelet,Deliveroo: HTTP 404
Sweetgreen Marais,sweetgreen-marais,,missing,,https://deliveroo.fr/fr/search?query=Sweetgreen+Marais,broken,https://deliveroo.fr/fr/search?query=Sweetgreen+Marais,Deliveroo: HTTP 404
Sweetgreen Saint-Germain,sweetgreen-saint-germain,,missing,,https://deliveroo.fr/fr/search?query=Sweetgreen+Saint-Germain,broken,https://deliveroo.fr/fr/search?query=Sweetgreen+Saint-Germain,Deliveroo: HTTP 404
Tekés,tekes-paris,,missing,,https://deliveroo.fr/fr/search?query=Tek%C3%A9s,broken,https://deliveroo.fr/fr/search?query=Tek%C3%A9s,Deliveroo: HTTP 404
Telescope Café,telescope-cafe,,missing,,https://deliveroo.fr/fr/search?query=Telescope+Cafe,broken,https://deliveroo.fr/fr/search?query=Telescope+Cafe,Deliveroo: HTTP 404
Ten Belles Bread,ten-belles-bread,,missing,,https://deliveroo.fr/fr/search?query=Ten+Belles+Bread,broken,https://deliveroo.fr/fr/search?query=Ten+Belles+Bread,Deliveroo: HTTP 404
The Protein Lab,the-protein-lab,,missing,,https://deliveroo.fr/fr/search?query=The+Protein+Lab,broken,https://deliveroo.fr/fr/search?query=The+Protein+Lab,Deliveroo: HTTP 404
Tien Hiang,tien-hiang,,missing,,https://deliveroo.fr/fr/search?query=Tien+Hiang,broken,https://deliveroo.fr/fr/search?query=Tien+Hiang,Deliveroo: HTTP 404
Tomo Pâtisserie,tomo-patisserie,,missing,,https://deliveroo.fr/fr/search?query=Tomo+Patisserie,broken,https://deliveroo.fr/fr/search?query=Tomo+Patisserie,Deliveroo: HTTP 404
Toraya Paris,toraya-paris,,missing,,https://deliveroo.fr/fr/search?query=Toraya+Paris,broken,https://deliveroo.fr/fr/search?query=Toraya+Paris,Deliveroo: HTTP 404
Toss Salad Paris,toss-salad-paris,,missing,,https://deliveroo.fr/fr/search?query=Toss+Salad+Paris,broken,https://deliveroo.fr/fr/search?query=Toss+Salad+Paris,Deliveroo: HTTP 404
Train Eat Paris,train-eat-paris,,missing,,https://deliveroo.fr/fr/search?query=Train+Eat+Paris,broken,https://deliveroo.fr/fr/search?query=Train+Eat+Paris,Deliveroo: HTTP 404
Treize Café,treize-cafe,,missing,,https://deliveroo.fr/fr/search?query=Treize+Cafe,broken,https://deliveroo.fr/fr/search?query=Treize+Cafe,Deliveroo: HTTP 404
Tribu Bowl,tribu-bowl,,missing,,https://deliveroo.fr/fr/search?query=Tribu+Bowl,broken,https://deliveroo.fr/fr/search?query=Tribu+Bowl,Deliveroo: HTTP 404
Tropical Bowl,tropical-bowl,,missing,,https://deliveroo.fr/fr/search?query=Tropical+Bowl,broken,https://deliveroo.fr/fr/search?query=Tropical+Bowl,Deliveroo: HTTP 404
Tunafish Paris,tunafish-paris,,missing,,https://deliveroo.fr/fr/search?query=Tunafish+Paris,broken,https://deliveroo.fr/fr/search?query=Tunafish+Paris,Deliveroo: HTTP 404
Umami Matcha Café,umami-matcha-cafe,,missing,,https://deliveroo.fr/fr/search?query=Umami+Matcha+Cafe,broken,https://deliveroo.fr/fr/search?query=Umami+Matcha+Cafe,Deliveroo: HTTP 404
Veggie Patch,veggie-patch,,missing,,https://deliveroo.fr/fr/search?query=Veggie+Patch,broken,https://deliveroo.fr/fr/search?query=Veggie+Patch,Deliveroo: HTTP 404
Verdura Vegan,verdura-vegan,,missing,,https://deliveroo.fr/fr/search?query=Verdura+Vegan,broken,https://deliveroo.fr/fr/search?query=Verdura+Vegan,Deliveroo: HTTP 404
Verdure Paris,verdure-paris,,missing,,https://deliveroo.fr/fr/search?query=Verdure+Paris,broken,https://deliveroo.fr/fr/search?query=Verdure+Paris,Deliveroo: HTTP 404
Vert Box,vert-box,,missing,,https://deliveroo.fr/fr/search?query=Vert+Box,broken,https://deliveroo.fr/fr/search?query=Vert+Box,Deliveroo: HTTP 404
Vert Cantine,vert-cantine,,missing,,https://deliveroo.fr/fr/search?query=Vert+Cantine,broken,https://deliveroo.fr/fr/search?query=Vert+Cantine,Deliveroo: HTTP 404
VG Pâtisserie,vg-patisserie,,missing,,https://deliveroo.fr/fr/search?query=VG+Patisserie,broken,https://deliveroo.fr/fr/search?query=VG+Patisserie,Deliveroo: HTTP 404
Vibrant Juice,vibrant-juice,,missing,,https://deliveroo.fr/fr/search?query=Vibrant+Juice,broken,https://deliveroo.fr/fr/search?query=Vibrant+Juice,Deliveroo: HTTP 404
Vital Juicery,vital-juicery,,missing,,https://deliveroo.fr/fr/search?query=Vital+Juicery,broken,https://deliveroo.fr/fr/search?query=Vital+Juicery,Deliveroo: HTTP 404
Vital Lunch,vital-lunch,,missing,,https://deliveroo.fr/fr/search?query=Vital+Lunch,broken,https://deliveroo.fr/fr/search?query=Vital+Lunch,Deliveroo: HTTP 404
Volcano Poke,volcano-poke,,missing,,https://deliveroo.fr/fr/search?query=Volcano+Poke,broken,https://deliveroo.fr/fr/search?query=Volcano+Poke,Deliveroo: HTTP 404
Wave Poke Marais,wave-poke-marais,,missing,,https://deliveroo.fr/fr/search?query=Wave+Poke+Marais,broken,https://deliveroo.fr/fr/search?query=Wave+Poke+Marais,Deliveroo: HTTP 404
Wholesome Café,wholesome-cafe,,missing,,https://deliveroo.fr/fr/search?query=Wholesome+Cafe,broken,https://deliveroo.fr/fr/search?query=Wholesome+Cafe,Deliveroo: HTTP 404
Wild & The Moon,wild-the-moon-9abaee56,https://ubereats.com,placeholder,https://ubereats.com,https://deliveroo.fr,placeholder,https://deliveroo.fr,Uber: root_homepage_only | Deliveroo: root_homepage_only
Wild & The Moon,wild-and-the-moon-paris,,missing,,https://deliveroo.fr/fr/search?query=Wild+%26+The+Moon,broken,https://deliveroo.fr/fr/search?query=Wild+%26+The+Moon,Deliveroo: HTTP 404
Wild & The Moon,wild-the-moon-efb0e77b,https://ubereats.com,placeholder,https://ubereats.com,https://deliveroo.fr,placeholder,https://deliveroo.fr,Uber: root_homepage_only | Deliveroo: root_homepage_only
Wild & The Moon,wild-the-moon-be6c8870,https://ubereats.com,placeholder,https://ubereats.com,https://deliveroo.fr,placeholder,https://deliveroo.fr,Uber: root_homepage_only | Deliveroo: root_homepage_only
Wild & The Moon,wild-the-moon-a9a9bb8f,https://ubereats.com,placeholder,https://ubereats.com,https://deliveroo.fr,placeholder,https://deliveroo.fr,Uber: root_homepage_only | Deliveroo: root_homepage_only
Wild & The Moon,wild-the-moon-7fda18a4,https://ubereats.com,placeholder,https://ubereats.com,https://deliveroo.fr,placeholder,https://deliveroo.fr,Uber: root_homepage_only | Deliveroo: root_homepage_only
Wild & The Moon Madeleine,wild-and-the-moon-madeleine,,missing,,https://deliveroo.fr/fr/search?query=Wild+%26+The+Moon+Madeleine,broken,https://deliveroo.fr/fr/search?query=Wild+%26+The+Moon+Madeleine,Deliveroo: HTTP 404
Wild & The Moon Marais,wild-and-the-moon-marais,,missing,,https://deliveroo.fr/fr/search?query=Wild+%26+The+Moon+Marais,broken,https://deliveroo.fr/fr/search?query=Wild+%26+The+Moon+Marais,Deliveroo: HTTP 404
Wild & The Moon Saint-Lazare,wild-and-the-moon-saint-lazare,,missing,,https://deliveroo.fr/fr/search?query=Wild+%26+The+Moon+Saint-Lazare,broken,https://deliveroo.fr/fr/search?query=Wild+%26+The+Moon+Saint-Lazare,Deliveroo: HTTP 404
Workout Foods,workout-foods,,missing,,https://deliveroo.fr/fr/search?query=Workout+Foods,broken,https://deliveroo.fr/fr/search?query=Workout+Foods,Deliveroo: HTTP 404
Yantra Bowl,yantra-bowl,,missing,,https://deliveroo.fr/fr/search?query=Yantra+Bowl,broken,https://deliveroo.fr/fr/search?query=Yantra+Bowl,Deliveroo: HTTP 404
Yoji Matcha Bar,yoji-matcha-bar,,missing,,https://deliveroo.fr/fr/search?query=Yoji+Matcha+Bar,broken,https://deliveroo.fr/fr/search?query=Yoji+Matcha+Bar,Deliveroo: HTTP 404
Yuman,yuman,,missing,,https://deliveroo.fr/fr/search?query=Yuman,broken,https://deliveroo.fr/fr/search?query=Yuman,Deliveroo: HTTP 404
Yumi Lunch,yumi-lunch,,missing,,https://deliveroo.fr/fr/search?query=Yumi+Lunch,broken,https://deliveroo.fr/fr/search?query=Yumi+Lunch,Deliveroo: HTTP 404
Zenith Bowl,zenith-bowl,,missing,,https://deliveroo.fr/fr/search?query=Zenith+Bowl,broken,https://deliveroo.fr/fr/search?query=Zenith+Bowl,Deliveroo: HTTP 404
